company_top5,title,location,avg_experience,avg_base_salary
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Delhi, DL, India",17,82500
OTHERS,"SOFTWARE ENGINEER","Huntsville, AL",3,82400
OTHERS,MARKETING,"Folsom, CA",3,82000
OTHERS,"MECHANICAL ENGINEER","Yavne, JM, Israel",11,82000
OTHERS,RECRUITER,"Natick, MA",5,82000
MICROSOFT,"SOFTWARE ENGINEER","Copenhagen , SK, Denmark",0.5,82000
OTHERS,"HARDWARE ENGINEER","Schaumburg, IL",3,82000
OTHERS,"HARDWARE ENGINEER","Linthicum Heights, MD",4,82000
ORACLE,"MANAGEMENT CONSULTANT","San Francisco, CA",10,82000
OTHERS,"SOFTWARE ENGINEER","Norwich, EN, United Kingdom",13,82000
OTHERS,"HARDWARE ENGINEER","Cleveland, OH",1,82000
AMAZON,RECRUITER,"Toronto, ON, Canada",10,82000
AMAZON,SALES,"Portland, OR",4,82000
AMAZON,RECRUITER,"Dallas, TX",6,82000
OTHERS,"HARDWARE ENGINEER","Sheffield, EN, United Kingdom",5.666666666666667,82000
OTHERS,"BUSINESS ANALYST","Pittsburgh, PA",3.75,82000
OTHERS,"SOFTWARE ENGINEER","Paris, IL",5.5,82000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Nantes, PA, France",10,82000
OTHERS,"SOFTWARE ENGINEER","Woodstock, ON, Canada",8,82000
OTHERS,"SOFTWARE ENGINEER","King of Prussia, PA",2.142857142857143,81714.28571428571
GOOGLE,"SOFTWARE ENGINEER","Tokyo, TY, Japan",3.3,81600
AMAZON,"SOLUTION ARCHITECT","Seoul, KG, Korea, South",10,81500
AMAZON,"BUSINESS ANALYST","Arizona City, AZ",13.5,81500
OTHERS,RECRUITER,"Dublin, DN, Ireland",5.5,81500
OTHERS,"BUSINESS ANALYST","Arlington, VA",2,81400
GOOGLE,"SOFTWARE ENGINEER","Singapore, SG, Singapore",2.6666666666666665,81333.33333333333
OTHERS,"PRODUCT DESIGNER","Singapore, SG, Singapore",7.5,81250
AMAZON,"TECHNICAL PROGRAM MANAGER","Dublin, IN",5,81000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Tokyo, TY, Japan",5,81000
OTHERS,"SOFTWARE ENGINEER","Windsor, CT",7.666666666666667,81000
OTHERS,SALES,"Madrid, MD, Spain",25,81000
OTHERS,SALES,"Tokyo, TY, Japan",10,81000
OTHERS,"PRODUCT MANAGER","Gothenburg, VG, Sweden",9,81000
OTHERS,"SOLUTION ARCHITECT","Mason, OH",1,81000
OTHERS,"PRODUCT MANAGER","York, PA",5,81000
OTHERS,"SOFTWARE ENGINEER","Northridge, CA",2.75,81000
ORACLE,SALES,"Lagos, LA, Nigeria",13,81000
OTHERS,"BUSINESS ANALYST","Boulder, CO",5,81000
OTHERS,"SOFTWARE ENGINEER","Dubai, DU, United Arab Emirates",5.142857142857143,80714.28571428571
OTHERS,"SOFTWARE ENGINEER","Helsinki, ES, Finland",4.4,80600
OTHERS,"BUSINESS ANALYST","Orlando, FL",7,80500
OTHERS,"BUSINESS ANALYST","San Antonio, TX",8.5,80500
OTHERS,"MECHANICAL ENGINEER","Tucson, AZ",2,80250
OTHERS,"HUMAN RESOURCES","Salt Lake City, UT",0,80000
OTHERS,"PRODUCT DESIGNER","Stockholm, ST, Sweden",8,80000
OTHERS,"SOFTWARE ENGINEER","Dayton, OH",4,80000
OTHERS,"HARDWARE ENGINEER","Singapore, SG, Singapore",11,80000
MICROSOFT,SALES,"Munich, BY, Germany",5.5,80000
MICROSOFT,"HARDWARE ENGINEER","Shenzhen, GD, China",20,80000
MICROSOFT,"MECHANICAL ENGINEER","Taipei, TP, Taiwan",15,80000
ORACLE,"SOFTWARE ENGINEER","Charlotte, NC",1,80000
ORACLE,"SOFTWARE ENGINEERING MANAGER","Cape Town, WC, South Africa",5,80000
OTHERS,"MECHANICAL ENGINEER","Inwood, WV",0,80000
OTHERS,MARKETING,"Minneapolis, MN",3,80000
OTHERS,"BUSINESS ANALYST","Cary, NC",3,80000
OTHERS,"DATA SCIENTIST","Heidelberg, BW, Germany",8,80000
OTHERS,"HARDWARE ENGINEER","Mississauga, ON, Canada",1,80000
OTHERS,"SOFTWARE ENGINEER","Piscataway, NJ",2,80000
OTHERS,"HUMAN RESOURCES","San Antonio, TX",13,80000
OTHERS,"SOLUTION ARCHITECT","Zaragoza, AR, Spain",10,80000
AMAZON,"SOLUTION ARCHITECT","Sao Paulo, SP, Brazil",20,80000
AMAZON,"DATA SCIENTIST","Berlin, BE, Germany",2,80000
AMAZON,"DATA SCIENTIST","Taipei, TP, Taiwan",9,80000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Santa Monica, CA",17,80000
AMAZON,"TECHNICAL PROGRAM MANAGER","Nashville, TN",7,80000
AMAZON,MARKETING,"Cincinnati, OH",1,80000
AMAZON,"BUSINESS ANALYST","Vancouver, BC, Canada",4,80000
AMAZON,"HUMAN RESOURCES","Tracy, CA",25,80000
OTHERS,"PRODUCT MANAGER","Markham, ON, Canada",8,80000
OTHERS,"MECHANICAL ENGINEER","Seabrook, NH",5,80000
OTHERS,"SOFTWARE ENGINEER","Jamaica Beach, TX",2,80000
OTHERS,"DATA SCIENTIST","Glendale, CA",1,80000
OTHERS,"MECHANICAL ENGINEER","Saint Charles, MO",3,80000
OTHERS,MARKETING,"Amsterdam, NH, Netherlands",4.5,80000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Amsterdam, NY",8,80000
OTHERS,"SOFTWARE ENGINEER","Regensburg, BY, Germany",5,80000
OTHERS,"MECHANICAL ENGINEER","Lindau, BY, Germany",1,80000
OTHERS,"BUSINESS ANALYST","Berlin, BE, Germany",6.875,80000
OTHERS,"SOLUTION ARCHITECT","Dubai, DU, United Arab Emirates",10,80000
OTHERS,"MANAGEMENT CONSULTANT","Dusseldorf, NW, Germany",5,80000
OTHERS,"SOFTWARE ENGINEER","Fredericton, NB, Canada",4,80000
OTHERS,"BUSINESS ANALYST","Deerfield, IL",3,80000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Athlone, WH, Ireland",10,80000
OTHERS,"MECHANICAL ENGINEER","Cologne, NW, Germany",5,80000
GOOGLE,"PRODUCT DESIGNER","Dublin, DN, Ireland",3,80000
OTHERS,"HARDWARE ENGINEER","Aguadilla, PR, Puerto Rico",11,80000
OTHERS,"BUSINESS ANALYST","Southbury, CT",5,80000
OTHERS,"MANAGEMENT CONSULTANT","Cambridge, MA",6,80000
OTHERS,"SOFTWARE ENGINEER","Anaheim, CA",2,80000
OTHERS,"SOFTWARE ENGINEER","Schaumburg, IL",1.25,79750
APPLE,"SOFTWARE ENGINEERING MANAGER","San Francisco, CA",12.6,79600
OTHERS,"SOFTWARE ENGINEER","Wuppertal, NW, Germany",4,79500
OTHERS,"BUSINESS ANALYST","Singapore, SG, Singapore",4.222222222222222,79444.44444444444
OTHERS,"SOFTWARE ENGINEER","Rotterdam, ZH, Netherlands",9.714285714285714,79428.57142857143
AMAZON,"SOFTWARE ENGINEER","Cambridge, EN, United Kingdom",5.75,79333.33333333333
OTHERS,"SOFTWARE ENGINEER","Oklahoma City, OK",4.888888888888889,79333.33333333333
GOOGLE,"HARDWARE ENGINEER","Taipei, TP, Taiwan",9,79307.69230769231
OTHERS,"SOFTWARE ENGINEER","Paris, IL, France",6.142857142857143,79285.71428571429
OTHERS,"BUSINESS ANALYST","Mississauga, ON, Canada",13,79000
OTHERS,"MECHANICAL ENGINEER","Torrance, CA",1,79000
OTHERS,"SOFTWARE ENGINEER","Palm Bay, FL",3.5,79000
OTHERS,"SOLUTION ARCHITECT","Pune, MH, India",15,79000
OTHERS,"SOFTWARE ENGINEER","Maple Shade, NJ",11,79000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Stockholm, ST, Sweden",8.166666666666666,78666.66666666667
OTHERS,"SOFTWARE ENGINEER","Tucson, AZ",2.8181818181818183,78545.45454545454
OTHERS,"SOFTWARE ENGINEER","Sindelfingen, BW, Germany",4.5,78500
OTHERS,"SOFTWARE ENGINEER","Berlin, CT",10,78500
OTHERS,"DATA SCIENTIST","Berlin Center, OH",3.5,78500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Paris, IL, France",10,78400
AMAZON,"TECHNICAL PROGRAM MANAGER","Luxembourg, LU, Luxembourg",4.2,78400
OTHERS,"DATA SCIENTIST","Dublin, DN, Ireland",9,78333.33333333333
OTHERS,"SOFTWARE ENGINEER","Dresden, SN, Germany",7.333333333333333,78333.33333333333
OTHERS,RECRUITER,"Columbus, OH",6,78000
OTHERS,"SOFTWARE ENGINEER","New Haven, CT",2,78000
OTHERS,"SOFTWARE ENGINEER","North Haven, CT",2,78000
MICROSOFT,SALES,"Reston, VA",2,78000
MICROSOFT,"SOLUTION ARCHITECT","Nashville, TN",16,78000
MICROSOFT,"SOFTWARE ENGINEER","San Jose, SJ, Costa Rica",18,78000
OTHERS,"HARDWARE ENGINEER","Amsterdam, NH, Netherlands",7,78000
ORACLE,"SOFTWARE ENGINEER","Orlando, FL",20,78000
OTHERS,"MECHANICAL ENGINEER","Martinsburg, WV",0,78000
OTHERS,"SOFTWARE ENGINEER","Michigan Center, MI",0,78000
OTHERS,MARKETING,"Buenos Aires, DF, Argentina",8,78000
OTHERS,"SOFTWARE ENGINEER","Fullerton, CA",1,78000
OTHERS,"SOFTWARE ENGINEER","Iselin, NJ",1,78000
APPLE,"BUSINESS ANALYST","Austin, TX",15,78000
OTHERS,"SOFTWARE ENGINEER","Lake Saint Louis, MO",0,78000
OTHERS,SALES,"Quebec, QC, Canada",19,78000
OTHERS,"MECHANICAL ENGINEER","Schenectady, NY",5,78000
GOOGLE,"SOFTWARE ENGINEER","Taipei, TP, Taiwan",8.88888888888889,78000
OTHERS,"SOFTWARE ENGINEER","Grand Rapids, MI",5.111111111111111,77777.77777777778
OTHERS,MARKETING,"Charlotte, NC",2.75,77750
OTHERS,"SOFTWARE ENGINEER","Bristol, CT",9.666666666666666,77666.66666666667
OTHERS,"SOFTWARE ENGINEER","Ireland, IN",9.666666666666666,77666.66666666667
ORACLE,SALES,"Austin, TX",6.666666666666667,77666.66666666667
OTHERS,"DATA SCIENTIST","Pittsburgh, PA",3.6666666666666665,77666.66666666667
OTHERS,"SOFTWARE ENGINEER","Saint Paul, MN",3,77500
OTHERS,"TECHNICAL PROGRAM MANAGER","Tokyo, TY, Japan",14,77500
OTHERS,"SOFTWARE ENGINEER","Snoqualmie, WA",2.25,77500
OTHERS,"MECHANICAL ENGINEER","Ann Arbor, MI",5,77500
AMAZON,"PRODUCT MANAGER","Denver, CO",11,77500
OTHERS,"SOFTWARE ENGINEER","Cologne, NW, Germany",7.5,77500
OTHERS,"MANAGEMENT CONSULTANT","Paris, IL, France",6,77333.33333333333
OTHERS,"SOFTWARE ENGINEER","Englewood, CO",6.571428571428571,77285.71428571429
OTHERS,"PRODUCT DESIGNER","Amsterdam, NH, Netherlands",10.818181818181818,77181.81818181818
AMAZON,"SOFTWARE ENGINEER","Berlin, GA",6,77000
APPLE,"TECHNICAL PROGRAM MANAGER","Shenzhen, GD, China",1,77000
OTHERS,MARKETING,"Arlington, VA",2,77000
OTHERS,"MECHANICAL ENGINEER","Warren, MI",0.5,77000
OTHERS,"SOFTWARE ENGINEER","Fairmont, WV",3,77000
OTHERS,"SOFTWARE ENGINEER","Liverpool, NY",3,77000
OTHERS,"SOFTWARE ENGINEER","Owego, NY",0,77000
OTHERS,"HARDWARE ENGINEER","Chandler Heights, AZ",3,77000
MICROSOFT,"SOLUTION ARCHITECT","Dublin, DN, Ireland",3,77000
MICROSOFT,SALES,"Sydney, NS, Australia",2,77000
OTHERS,"PRODUCT MANAGER","Oklahoma City, OK",3,77000
OTHERS,"SOFTWARE ENGINEER","hod hasharon, HM, Israel",2,77000
OTHERS,MARKETING,"Sydney, NS, Australia",3,77000
OTHERS,RECRUITER,"Brighton, EN, United Kingdom",8,77000
OTHERS,"SOFTWARE ENGINEER","Hopkinton, MA",10.473684210526315,76894.73684210527
AMAZON,"PRODUCT MANAGER","Bangalore, KA, India",10.5,76857.14285714286
OTHERS,"PRODUCT DESIGNER","Montreal, QC, Canada",6.2,76800
OTHERS,"BUSINESS ANALYST","Raleigh, NC",3.25,76750
OTHERS,MARKETING,"Boise, ID",2.5,76500
OTHERS,"SOFTWARE ENGINEER","Markham, ON, Canada",3.7096774193548385,76419.35483870968
OTHERS,"SOFTWARE ENGINEER","West Chester, PA",2,76333.33333333333
AMAZON,"DATA SCIENTIST","Luxembourg, LU, Luxembourg",2.25,76250
OTHERS,"SOFTWARE ENGINEERING MANAGER","Hyderabad, TS, India",14.444444444444445,76222.22222222222
OTHERS,"SOFTWARE ENGINEER","Middletown, NJ",3.4,76200
AMAZON,"SOFTWARE ENGINEER","Berlin, BE, Germany",4.48936170212766,76170.21276595745
AMAZON,"SOFTWARE ENGINEER","Paris, IL, France",7.5,76000
AMAZON,RECRUITER,"Nashville, TN",6,76000
AMAZON,RECRUITER,"London, EN, United Kingdom",5,76000
OTHERS,"BUSINESS ANALYST","Hillsboro, OR",4,76000
OTHERS,"SOFTWARE ENGINEER","Bolivia, NC",5,76000
OTHERS,"SOFTWARE ENGINEER","Waukesha, WI",2.5,76000
OTHERS,"SOFTWARE ENGINEER","Roanoke, TX",1,76000
OTHERS,"SOFTWARE ENGINEER","Edmonton, AB, Canada",5.125,76000
OTHERS,RECRUITER,"Phoenix, AZ",4,76000
OTHERS,"SOFTWARE ENGINEER","Greenville, TX",3,76000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Hyderabad, TS, India",13.285714285714286,76000
MICROSOFT,"SOFTWARE ENGINEER","Suzhou, JS, China",10,76000
OTHERS,MARKETING,"Berlin, BE, Germany",8,76000
OTHERS,"SOFTWARE ENGINEER","Amersfoort, UT, Netherlands",20,76000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Bengaluru, KA, India",12.227272727272727,75772.72727272728
OTHERS,"DATA SCIENTIST","Provo, UT",1,75500
OTHERS,"BUSINESS ANALYST","New Brunswick, NJ",0,75000
OTHERS,"SOFTWARE ENGINEER","Van Nuys, CA",0,75000
OTHERS,MARKETING,"Cincinnati, OH",0,75000
OTHERS,"PRODUCT DESIGNER","Luxembourg, LU, Luxembourg",10,75000
OTHERS,"HARDWARE ENGINEER","Seoul, KG, Korea, South",10,75000
OTHERS,RECRUITER,"Colorado Springs, CO",8,75000
OTHERS,"BUSINESS ANALYST","Carlsbad, CA",3,75000
OTHERS,"SOFTWARE ENGINEER","Eagan, MN",2,75000
OTHERS,"BUSINESS ANALYST","Dublin, DN, Ireland",5,75000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Bengaluru, KA, India",11.75,75000
AMAZON,"PRODUCT MANAGER","Las Vegas, NV",11,75000
AMAZON,MARKETING,"Portland, OR",5,75000
OTHERS,"BUSINESS ANALYST","Phoenix, AZ",2,75000
OTHERS,"SOFTWARE ENGINEER","Miramar, FL",0,75000
OTHERS,"BUSINESS ANALYST","Waukesha, WI",6,75000
OTHERS,"MECHANICAL ENGINEER","Athens, GA",0,75000
OTHERS,"PRODUCT DESIGNER","Columbus, IN",4,75000
OTHERS,"BUSINESS ANALYST","Pennsylvania Furnace, PA",0,75000
OTHERS,"SOFTWARE ENGINEER","Costa Mesa, CA",7.5,75000
OTHERS,"PRODUCT MANAGER","Chicago Heights, IL",2,75000
OTHERS,"SOFTWARE ENGINEER","Brea, CA",1,75000
OTHERS,"MECHANICAL ENGINEER","Lynn, MA",1,75000
OTHERS,"HUMAN RESOURCES","Detroit, MI",2,75000
OTHERS,"SOFTWARE ENGINEER","London, KY",0,75000
GOOGLE,SALES,"Texas City, TX",3,75000
OTHERS,"DATA SCIENTIST","Naperville, IL",0,75000
OTHERS,"DATA SCIENTIST","Stockholm, ST, Sweden",4.333333333333333,74666.66666666667
OTHERS,"SOFTWARE ENGINEER","Hatfield, EN, United Kingdom",7,74666.66666666667
OTHERS,"MECHANICAL ENGINEER","New Orleans, LA",12.5,74500
OTHERS,"PRODUCT DESIGNER","American Fork, UT",4.5,74500
OTHERS,"PRODUCT MANAGER","Fort Worth, TX",5,74000
OTHERS,"SOFTWARE ENGINEER","Kokomo, IN",2,74000
OTHERS,RECRUITER,"Bengaluru, KA, India",12.5,74000
OTHERS,"SOLUTION ARCHITECT","Durham, NC",18,74000
GOOGLE,SALES,"Seoul, KG, Korea, South",5,74000
OTHERS,"DATA SCIENTIST","Barcelona, CT, Spain",11,74000
OTHERS,SALES,"Hsin-chu, TP, Taiwan",6,74000
MICROSOFT,"DATA SCIENTIST","Beijing, BJ, China",2,74000
ORACLE,"SOLUTION ARCHITECT","Singapore, SG, Singapore",24,74000
OTHERS,"SOFTWARE ENGINEER","Aberdeen Proving Ground, MD",2,74000
OTHERS,"MANAGEMENT CONSULTANT","Watford, EN, United Kingdom",5,74000
OTHERS,"MECHANICAL ENGINEER","Marlborough, MA",0,74000
AMAZON,"SOFTWARE ENGINEER","Edinburgh, SC, United Kingdom",3.769230769230769,73769.23076923077
OTHERS,"PRODUCT DESIGNER","Berlin, BE, Germany",5.666666666666667,73666.66666666667
OTHERS,"DATA SCIENTIST","Montreal, QC, Canada",2.7142857142857144,73571.42857142857
MICROSOFT,SALES,"Dublin, DN, Ireland",7.5,73500
OTHERS,"MANAGEMENT CONSULTANT","San Antonio, TX",0.5,73500
OTHERS,"SOFTWARE ENGINEER","Dortmund, NW, Germany",4.571428571428571,73428.57142857143
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Vancouver, BC, Canada",16,73333.33333333333
OTHERS,"HARDWARE ENGINEER","Jerusalem, JM, Israel",5.75,73250
OTHERS,"BUSINESS ANALYST","Nashville, TN",4,73000
OTHERS,"SOFTWARE ENGINEER","Usaquen, CU, Colombia",7,73000
AMAZON,"SOFTWARE ENGINEER","Stockholm, ST, Sweden",7,73000
OTHERS,"SOFTWARE ENGINEER","Montevideo, MO, Uruguay",8.5,73000
OTHERS,"MECHANICAL ENGINEER","Fountain Inn, SC",4,73000
OTHERS,"MECHANICAL ENGINEER","Newport News, VA",3,73000
OTHERS,"MECHANICAL ENGINEER","Wilmington, NC",1,73000
GOOGLE,"SOFTWARE ENGINEER","Amsterdam, NH, Netherlands",1,73000
OTHERS,"TECHNICAL PROGRAM MANAGER","Taipei, TP, Taiwan",10.666666666666666,73000
OTHERS,"BUSINESS ANALYST","Calgary, AB, Canada",2,73000
OTHERS,"DATA SCIENTIST","Rochester, MN",2,73000
OTHERS,"HUMAN RESOURCES","Haifa, HA, Israel",12,73000
OTHERS,"HARDWARE ENGINEER","Tampere, ES, Finland",4,73000
OTHERS,MARKETING,"Framingham, MA",7,73000
OTHERS,MARKETING,"Vancouver, BC, Canada",4,73000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Pune, MH, India",16.4,72800
OTHERS,"PRODUCT MANAGER","Delhi, DL, India",13,72500
OTHERS,"SOFTWARE ENGINEER","Southlake, TX",0.25,72500
OTHERS,"SOFTWARE ENGINEER","Lima, LI, Peru",6.5,72500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Glasgow, SC, United Kingdom",15.5,72500
MICROSOFT,"SOFTWARE ENGINEER","Taipei, TP, Taiwan",6,72200
OTHERS,"PRODUCT MANAGER","Columbus, IN",12,72000
OTHERS,"SOFTWARE ENGINEER","Concord, NC",3,72000
OTHERS,"SOFTWARE ENGINEER","Mahwah, NJ",1,72000
ORACLE,"TECHNICAL PROGRAM MANAGER","Bangalore, KA, India",15.5,72000
ORACLE,"SOFTWARE ENGINEERING MANAGER","Barcelona, CT, Spain",10,72000
OTHERS,"MECHANICAL ENGINEER","Reedsville, PA",2,72000
OTHERS,"SOFTWARE ENGINEER","Fort Knox, KY",8,72000
OTHERS,"DATA SCIENTIST","Norfolk, VA",2,72000
AMAZON,"SOLUTION ARCHITECT","Milano, LO, Italy",13,72000
AMAZON,"BUSINESS ANALYST","Berlin, BE, Germany",1,72000
APPLE,"SOFTWARE ENGINEER","Swindon, EN, United Kingdom",10,72000
OTHERS,"SOFTWARE ENGINEER","Everett, WA",3,72000
OTHERS,"SOFTWARE ENGINEER","Brazil, IN",8,72000
OTHERS,"SOLUTION ARCHITECT","Kiev, KC, Ukraine",10,72000
GOOGLE,"BUSINESS ANALYST","Singapore, SG, Singapore",4.333333333333333,72000
OTHERS,"SOFTWARE ENGINEER","West Chester, OH",2,72000
OTHERS,"DATA SCIENTIST","Kiev, KC, Ukraine",8.4,71800
OTHERS,SALES,"Toronto, ON, Canada",5.166666666666667,71500
OTHERS,"SOFTWARE ENGINEER","Edison, NJ",1.5,71500
OTHERS,"SOFTWARE ENGINEER","Winnipeg, MB, Canada",5.25,71250
OTHERS,"BUSINESS ANALYST","Columbus, OH",3,71000
OTHERS,"HARDWARE ENGINEER","Owego, NY",1,71000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Tallinn, HA, Estonia",10,71000
AMAZON,"DATA SCIENTIST","Cambridge, EN, United Kingdom",2,71000
OTHERS,"SOFTWARE ENGINEER","Canonsburg, PA",1.6666666666666667,71000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Porto, PO, Portugal",12,71000
OTHERS,"SOFTWARE ENGINEER","Memphis, TN",1.6666666666666667,71000
OTHERS,"SOFTWARE ENGINEER","Oshawa, ON, Canada",3,71000
OTHERS,"DATA SCIENTIST","Calgary, AB, Canada",2,71000
OTHERS,"BUSINESS ANALYST","Waterloo, ON, Canada",7.5,70500
OTHERS,"MANAGEMENT CONSULTANT","China, ME",0,70000
OTHERS,"TECHNICAL PROGRAM MANAGER","Hsin-Chu County, CN, China",14,70000
OTHERS,SALES,"Melbourne, VI, Australia",1,70000
MICROSOFT,"SOFTWARE ENGINEER","Stockholm, ST, Sweden",20,70000
OTHERS,"SOFTWARE ENGINEER","Hanover, MD",1,70000
OTHERS,"MECHANICAL ENGINEER","Clearfield, UT",0,70000
OTHERS,"SOFTWARE ENGINEER","Franklin, WI",0,70000
ORACLE,"SOFTWARE ENGINEER","Rome, LA, Italy",15,70000
ORACLE,"HUMAN RESOURCES","Austin, TX",2,70000
OTHERS,"SOLUTION ARCHITECT","Aurora, CO",2,70000
OTHERS,SALES,"Redwood City, CA",4,70000
OTHERS,"BUSINESS ANALYST","Amsterdam, NH, Netherlands",4.5,70000
OTHERS,"HUMAN RESOURCES","Edison, NJ",10,70000
OTHERS,MARKETING,"Auckland, AU, New Zealand",7,70000
OTHERS,"SOFTWARE ENGINEER","Nurnberg, BY, Germany",15,70000
AMAZON,"PRODUCT MANAGER","Toronto, ON, Canada",5,70000
AMAZON,MARKETING,"Chicago, IL",0,70000
AMAZON,SALES,"Berlin, BE, Germany",6,70000
AMAZON,MARKETING,"Arlington, VA",0,70000
APPLE,"HARDWARE ENGINEER","Shanghai, SH, China",15,70000
APPLE,SALES,"Singapore, SG, Singapore",8,70000
APPLE,"MECHANICAL ENGINEER","Shanghai, SH, China",12,70000
OTHERS,"SOFTWARE ENGINEER","Northampton, EN, United Kingdom",6.5,70000
OTHERS,RECRUITER,"Redwood City, CA",3,70000
OTHERS,"SOFTWARE ENGINEER","Whitehouse Station, NJ",8,70000
OTHERS,"BUSINESS ANALYST","Frankfurt, HE, Germany",10,70000
OTHERS,"HUMAN RESOURCES","Mc Lean, VA",3,70000
OTHERS,"PRODUCT DESIGNER","Paris, IL, France",12,70000
OTHERS,"MANAGEMENT CONSULTANT","Ciudad de Mexico, MX, Mexico",10,70000
OTHERS,"BUSINESS ANALYST","Mason, OH",13,70000
OTHERS,"HARDWARE ENGINEER","Dearborn Heights, MI",5,70000
GOOGLE,"BUSINESS ANALYST","Amsterdam, NH, Netherlands",8,70000
GOOGLE,SALES,"Jacksonville, FL",5,70000
GOOGLE,"HARDWARE ENGINEER","Panchiao, TP, Taiwan",15,70000
OTHERS,"PRODUCT DESIGNER","Corvallis, OR",2,70000
OTHERS,"PRODUCT MANAGER","Hangzhou, ZJ, China",6.333333333333333,69666.66666666667
OTHERS,"BUSINESS ANALYST","Toronto, ON, Canada",5.0625,69562.5
OTHERS,"SOFTWARE ENGINEER","Perth, WA, Australia",7.5,69500
OTHERS,"SOFTWARE ENGINEER","Johnson City, TN",2.5,69500
AMAZON,MARKETING,"Tokyo, TY, Japan",6.5,69250
OTHERS,"SOFTWARE ENGINEER","Lafayette, LA",1.6666666666666667,69000
OTHERS,"SOFTWARE ENGINEER","Urbandale, IA",2,69000
OTHERS,"BUSINESS ANALYST","Titusville, NJ",1,69000
OTHERS,"SOFTWARE ENGINEER","Bournemouth, EN, United Kingdom",3,69000
OTHERS,"SOFTWARE ENGINEER","Archbald, PA",2,69000
OTHERS,"PRODUCT DESIGNER","Walldorf, BW, Germany",4,69000
OTHERS,"SOFTWARE ENGINEER","Alphen Aan Den Rijn, ZH, Netherlands",5,69000
OTHERS,RECRUITER,"Toronto, ON, Canada",3.8333333333333335,68666.66666666667
OTHERS,"SOLUTION ARCHITECT","Dublin, DN, Ireland",8,68500
MICROSOFT,"DATA SCIENTIST","Hyderabad, TS, India",14.5,68500
OTHERS,"SOFTWARE ENGINEER","Manchester, EN, United Kingdom",6.428571428571429,68142.85714285714
AMAZON,"BUSINESS ANALYST","London, EN, United Kingdom",4.25,68000
AMAZON,RECRUITER,"Chicago, IL",9,68000
AMAZON,"DATA SCIENTIST","Bengaluru, KA, India",6,68000
OTHERS,"MECHANICAL ENGINEER","Hsin-chu, TP, Taiwan",10,68000
OTHERS,"BUSINESS ANALYST","Cincinnati, OH",2.3333333333333335,68000
OTHERS,"SOFTWARE ENGINEER","London Mills, IL",1,68000
OTHERS,"HARDWARE ENGINEER","Littleton, CO",0,68000
OTHERS,"SOFTWARE ENGINEER","Hauppauge, NY",1,68000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Montreal, QC, Canada",0,68000
MICROSOFT,"PRODUCT MANAGER","Noida, UP, India",12,68000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Krakow, MA, Poland",16,68000
OTHERS,"SOFTWARE ENGINEER","Ogden, UT",0.5,68000
OTHERS,"DATA SCIENTIST","Mississippi State, MS",2,68000
OTHERS,"SOLUTION ARCHITECT","Warsaw, MZ, Poland",13.5,67500
OTHERS,"BUSINESS ANALYST","London, EN, United Kingdom",5.375,67500
OTHERS,"BUSINESS ANALYST","Vancouver, BC, Canada",6,67333.33333333333
OTHERS,"SOFTWARE ENGINEER","Walldorf, BW, Germany",5.611111111111111,67111.11111111111
MICROSOFT,"PRODUCT DESIGNER","Bengaluru, KA, India",10,67000
OTHERS,"MECHANICAL ENGINEER","Roy, UT",0,67000
OTHERS,"SOFTWARE ENGINEER","Nagoya, AI, Japan",4,67000
OTHERS,"PRODUCT MANAGER","Nice, PR, France",10,67000
OTHERS,"SOFTWARE ENGINEER","Nottingham, EN, United Kingdom",4.666666666666667,67000
OTHERS,SALES,"Miami, FL",12,67000
OTHERS,"BUSINESS ANALYST","Milwaukee, WI",1,67000
GOOGLE,SALES,"Singapore, SG, Singapore",5,67000
GOOGLE,RECRUITER,"Tokyo, TY, Japan",4,67000
AMAZON,"BUSINESS ANALYST","Munich, BY, Germany",2.6666666666666665,66666.66666666667
OTHERS,"SOFTWARE ENGINEER","Karlsruhe, BW, Germany",1.6666666666666667,66666.66666666667
OTHERS,"SOFTWARE ENGINEER","Athlone, WH, Ireland",4.666666666666667,66666.66666666667
OTHERS,"MANAGEMENT CONSULTANT","Milano, LO, Italy",8.5,66500
OTHERS,"SOFTWARE ENGINEER","Raffles Park, SG, Singapore",2.6,66400
OTHERS,"SOFTWARE ENGINEER","Mechanicsburg, PA",2.6666666666666665,66333.33333333333
